單字	詞性	中文解釋	例句
commitment	n.	承諾，奉獻	Joe is afraid to make a _____ in a relationship.
conceal	v.	隱藏	My husband _____ nothing from me.
confidential	adj.	機密的	Don't reveal the _____ information to anyone else.
consumption	n.	消耗，消費	To conserve natural resources, we have to reduce the _____ of paper and gasoline.
corporate	adj.	公司的	Those computers are _____ property, so you can't take them home.
evolve	v.	演化	According to Darwin's theory of evolution, humans _____ from apes.
extensive	adj.	廣泛的	After the typhoon, the government had to deal with the _____ damage.
graphic	adj.	生動的，圖解的	The man gave a _____ account of the disastrous earthquake.
graphic	n.	圖表，圖形	There are simple _____ on the doors of restrooms, indicating whether they are for men or women.
grim	adj.	嚴峻的，令人沮喪的	The judge walked into the court with a _____ face.
interior	adj.	內部的	The landlord painted all the _____ walls creamy white.
interior	n.	內部	The _____ of the private jet is luxurious and far beyond our imagination.
legendary	adj.	傳奇的	The cave is the home of a _____ dragon.
metaphor	n.	暗喻	The snake is often a _____ for evil.
metaphorical	adj.	隱喻的	The writer used several _____ terms in his novel.
participant	n.	參加者	All the _____ in the game are under the age of 20.
portfolio	n.	作品集，投資組合	Jimmy screwed up the meeting because he left his _____ in the taxi.
ragged	adj.	破爛的	The refugees are in _____ clothes.
soak	v.	浸泡	My mom likes to _____ in a hot bath when she is tired.
soak	n.	浸泡	Follow the recipe and leave the peeled soft-boiled eggs to _____ in the sauce for one night.
spicy	adj.	辛辣的	This Mexican dish is quite _____.
stimulate	v.	刺激	Physical exercise _____ the body's circulation.
torment	n.	折磨	The abused woman was in _____.
torment	v.	折磨	The man was condemned for _____ dogs.
abrupt	adj.	突然的	The car came to an _____ stop.
abruptly	adv.	突然地	When Mom came in, they stopped talking _____.
acute	adj.	敏銳的，急性的	Dogs have an _____ sense of smell.
affection	n.	喜愛，感情	Some people feel no _____ for children.
consent	v.	同意	My boss _____ to finance our project.
convert	v.	轉換	The panel can _____ solar energy to electricity.
corporation	n.	股份有限公司	It has been Darren's dream to work for a multinational _____.
discrimination	n.	歧視	All people are created equal, so there should be no _____ in employment because of sex, age, race, or any other form.
exaggeration	n.	誇張	It's no _____ to say that a school is a miniature society.
external	adj.	外部的	The wound is in the _____ part of her ear and won't influence her hearing.
externals	n.	外部特徵	My parents always tell me not to be misled by _____.
hence	adv.	因此	The chorus sings well; _____ they got the name "Angel's Voices."
indifferent	adj.	漠不關心的	Most people are _____ to politics.
interpretation	n.	解釋，口譯	Works of literature are open to _____.
mammal	n.	哺乳動物	Human beings, dogs, cats, and whales are all _____.
nonprofit	adj.	非營利的	This is a _____ organization, whose aim is not to make money but to provide shelter for battered men and women.
passionate	adj.	熱情的	Sara has always been _____ about playing volleyball.
passionately	adv.	熱情地	The graduates talked _____ about their future plans.
premature	adj.	過早的，早產的	Dr. Kim thinks it is still _____ for us to make judgments.
prematurely	adv.	過早地	My little sister was born _____ and lived in an incubator for a long time.
rear	adj.	後面的	The _____ part of the car was badly damaged.
rear	n.	後部	The parking lot is at the _____ of the restaurant.
rear	v.	養育	The woman _____ her son alone after she divorced her husband.
series	n.	系列	Every seemingly small decision can spark off a _____ of major events in your life.
sophisticated	adj.	世故的，複雜的	Clare became _____ after working overseas for many years.
sponge	n.	海綿	Wipe up the water with a _____.
sponge	v.	用海綿擦拭	David _____ down the car.
strap	n.	帶子	The watch _____ needs to be fixed.
strap	v.	用帶子綁	The flight attendant reminds me to _____ myself in before the plane takes off.
transformation	n.	轉變	Helen was surprised at the _____ of the city's public transportation.
absurd	adj.	荒謬的	The idea that the number 13 brings bad luck is _____.
absurdity	n.	荒謬	There are a lot of _____ in the movie.
absurdly	adv.	荒謬地	Don't behave _____.
administration	n.	行政，管理	Ann's thrust at the _____ upset many people.
agricultural	adj.	農業的	_____ land is shrinking fast in the country.
alternate	adj.	交替的	Your birthday cake consists of _____ layers of sponge and custard.
alternate	v.	交替	Her emotions _____ between anger and despair.
cocaine	n.	古柯鹼	Shelly smuggled _____ into the country.
compensate	v.	補償	Nothing can _____ for the loss of a loved one.
conservation	n.	保護，節約	I go to work by bicycle for the purpose of energy _____.
copyright	n.	版權	The author who holds the _____ on this article allows me to quote from his work.
copyright	v.	取得版權	You should _____ your design, or others may steal your idea.
correspondent	n.	特派員，通訊者	Our war _____ in Iraq sent this report.
correspondent	adj.	一致的，對應的	Jenny's improvement was _____ with her efforts.
epidemic	n.	傳染病	A flu _____ broke out in the village last week.
epidemic	adj.	傳染的，流行的	Air pollution has reached _____ proportions in the recent years.
exceed	v.	超過	Don't _____ the speed limit.
facilitate	v.	促進，使便利	Computers have _____ the work of complicated calculation.
immune	adj.	免疫的	Once you have had measles, you are probably _____ to it for the rest of your life.
immunity	n.	免疫力	The scientists say that this vaccine can give us _____ against the disease.
juvenile	adj.	少年的	The case of an 11-year-old boy charged with forgery has been moved to _____ court.
juvenile	n.	少年	_____ are prohibited from drinking alcohol.
manipulate	v.	操縱	Bill skillfully _____ the puppet.
manipulation	n.	操縱	Anna and John engaged in stock market _____.
manipulative	adj.	善於操縱的	My boss is _____, and that is why so many people quit.
manipulator	n.	操縱者	It is widely known that Sam is a political _____.
mock	adj.	假的，模擬的	"Oh, it's amazing," Zoe said with _____ surprise.
mock	v.	嘲笑	It is impolite of you to _____ Frank's accent.
mock	n.	模擬考	Do you know when we are going to have _____?
mockery	n.	嘲笑	Tony couldn't stand any more of Natasha's _____. He decided to fight back.
peasant	n.	農民	The _____ revolted against the high taxes.
penetrate	v.	穿透	The beam from the lighthouse _____ the heavy fog.
penetrating	adj.	穿透的，敏銳的	We were frightened by the _____ scream from next door.
penetration	n.	穿透，滲透	The worker covered the machine to prevent water _____.
prescription	n.	處方	Peter got his _____ filled at the pharmacy on the way to work.
recommendation	n.	推薦	Leo ordered the salmon on the waitress' _____.
souvenir	n.	紀念品	I bought this key ring at a _____ shop in Paris.
stumble	v.	絆倒	Kevin _____ and fell down the stairs.
stumble	n.	絆倒，失足	Helen felt so frustrated after a few _____.
subtle	adj.	微妙的	There was a _____ change in his attitude.
trauma	n.	精神創傷	Lily could not recover from the _____ of losing her child.
traumatic	adj.	造成創傷的	The death of a pet can be _____ for a child.
accelerate	v.	加速	Farmers use fertilizers to _____ the growth of crops.
acceleration	n.	加速	_____ of tooth decay is caused by lack of care and cleanness.
alcoholic	adj.	含酒精的	This restaurant doesn't serve _____ beverages.
alcoholic	n.	酗酒者	Sam had such a drinking problem that people thought him to be an _____.
allergy	n.	過敏	Peter has an _____ to dog hair.
amend	v.	修改，修訂	The majority of committee members agreed that this resolution should be _____.
coffin	n.	棺材	They stood around Vicky's _____ and mourned her death.
complexity	n.	複雜性	There are a lot of _____ surrounding the new policy.
considerate	adj.	體貼的	It is _____ of you to prepare the gifts for the visitors.
courteous	adj.	禮貌的	We all like Danny because he is very _____ all the time.
cuisine	n.	料理，烹飪	I don't like vegetarian _____, but this one is amazing.
descriptive	adj.	描述的	The _____ parts in the novel are superior to the parts with dialogue.
expedition	n.	遠征，探險	They dreamed of going on an _____ to Mars.
fatigue	n.	疲勞	Mary was suffering from physical and mental _____.
fatigue	v.	使疲勞	My parents were _____ with work.
heritage	n.	遺產	Irene was fascinated by the country's cultural _____.
innovative	adj.	創新的	Sandy is full of _____ ideas.
legislation	n.	法律，立法	Although the new piece of _____ on the tax rates raised a lot of disputes, it will still be introduced next year.
mechanism	n.	結構，機制	The _____ on this new device runs very well. It makes the device work more effectively.
monopoly	n.	壟斷	The party has a _____ on the media.
perceive	v.	察覺	Although Peggy had a smile on her face, I _____ a note of sadness in her voice.
perception	n.	看法，認知	What are the public's _____ of the president?
perceptive	adj.	敏銳的	William gave a _____ comment on the election.
perceptible	adj.	可察覺的	The change of Wendy's attitude was _____.
presidency	n.	總統任期	The economy of the country has revived during his _____.
rehearsal	n.	排練	The play, currently in _____, will be performed next month.
specialist	n.	專家	Anna is a _____ in international law.
substitute	n.	替代品	Since Frank was injured, the coach found a _____ for him.
substitute	v.	替代	The doctor suggests olive oil should be _____ for lard when you cook.
substitution	n.	替代	In my experience, the _____ of gum chewing for smoking doesn't work.
superb	adj.	極好的	The sweater is more expensive because it's of _____ quality.
ultimate	adj.	最終的	Our _____ goal is to establish world peace.
ultimate	n.	終極，頂點	The hotel is the _____ in luxury.
accommodation	n.	和解，住宿	The two parties finally came to an _____.
allergic	adj.	過敏的	Carl is _____ to pollen.
ample	adj.	充足的	There's _____ space in the attic.
applause	n.	掌聲	Let's have a round of _____ for our host today.
commission	n.	佣金，委任	The artist was given the _____ to paint the king's portrait.
commission	v.	委任	I was _____ to translate this treaty into Chinese.
contagious	adj.	傳染性的	Don't use other people's towels in order to avoid catching _____ diseases.
curriculum	n.	課程	Learning a second language is in the _____.
debris	n.	碎片，殘骸	After the earthquake, rescuers searched the area to see if there were any survivors under the _____.
essence	n.	本質	In my opinion, the theories developed by the two scientists are almost the same in _____.
expertise	n.	專業知識	The job requires _____ in computer programming.
format	n.	格式	The _____ of the meeting has proved very successful.
format	v.	格式化	_____ the flash drive before using it.
indispensable	adj.	不可或缺的	Katherine did her job extremely well and made herself _____ to the company.
layer	n.	層	There is a thick _____ of dust under the bed.
layer	v.	把...分層放置	A cook is teaching on TV how to _____ a mille crepe cake with crepe and whipped cream.
lest	conj.	以免	Be careful _____ you should slip on the icy road.
milestone	n.	里程碑	Graduating from college is an important _____ in his life.
persist	v.	堅持	Brian _____ in walking to work every day.
preference	n.	偏好	Shelly has a _____ for spicy and sweet food.
productivity	n.	生產力	The manager comes up with ways to increase the _____ of the office.
profile	n.	簡介，側面	The author of the novel has her picture and _____ in the book.
profile	v.	描繪，介紹	The latest school newsletter _____ the new principal.
purchase	n.	購買	The eggs were broken on day of _____.
purchase	v.	購買	Anna uses a coupon when she _____ household commodities at the store so she can save more money.
reminder	n.	提醒	Grandmother got from her granddaughter a _____ to take medicine regularly.
specialty	n.	專長，特產	The painter's _____ is portraits.
surveillance	n.	監視	The nightclub has been kept under _____ because of suspected illegal activities.
therapy	n.	治療	I am getting _____ to conquer my acrophobia.
undermine	v.	破壞，削弱	The sea has _____ the pier.
accord	n.	一致，協議	It's a shame that things didn't happen in _____ with expectations.
accord	v.	給予，符合	His account of the accident _____ with yours.
analyst	n.	分析師	You can see a number of financial _____ on TV making predictions about the stock market.
appliance	n.	器具，家電	Televisions and refrigerators are household _____.
arouse	v.	喚起，引起	The noise _____ me from my sleep.
commodity	n.	商品	The _____ prices are getting higher and higher.
controversial	adj.	具爭議的	The same-sex marriage has been a _____ issue in the society.
decent	adj.	體面的，不錯的	My son gets a _____ salary in the city.
ecological	adj.	生態的	Rachel warned us of the upcoming _____ catastrophe.
execute	v.	執行，處決	The person was _____ for murder.
explicit	adj.	明確的	Can you be a little more _____ about your needs?
foul	adj.	難聞的，惡劣的	Where does that _____ smell come from?
foul	n.	犯規	The player committed three _____.
foul	v.	弄髒，犯規	The oil spill _____ the ocean.
genetic	adj.	基因的	Due to _____ defects, the boy has only one arm and one leg.
genetically	adv.	基因上地	These soybeans are not _____ modified.
likelihood	n.	可能性	In all _____, the candidate will win the election.
manifest	v.	展現，顯示	The fact _____ his innocence.
manifest	adj.	明顯的	Fear was _____ in the child's face.
manifestation	n.	表現，顯示	Nelson made no _____ of his disappointment.
miniature	adj.	微型的	Fiona has a whole set of _____ furniture for her dolls.
miniature	n.	縮影，微型模型	Gloria always wears a locket that contains a _____ of her husband.
muscular	adj.	肌肉的	Tony lifts weights to develop his _____ strength.
petition	n.	請願書	We asked Leo to sign the _____, but he refused.
provoke	v.	激怒，引起	Iris was _____ to shout at him.
pulse	n.	脈搏	The nurse is taking his father's _____.
pulse	v.	搏動，跳動	Simon could feel the blood _____ through his veins when he was jogging.
radical	adj.	激進的，徹底的	Olivia has very _____ ideas about social reforms.
radical	n.	激進分子	Some political _____ staged a protest on the street.
radically	adv.	根本地，徹底地	Diana believes that our educational system needs to be changed _____.
removal	n.	移除	Stain _____ may not be as difficult as you think once you learn some scientific tips.
specimen	n.	標本，樣本	Please show me some _____ of your work.
tactic	n.	策略，戰術	Violent _____ are unlikely to help.
tactical	adj.	戰術的	We need a _____ plan to win the election.
unprecedented	adj.	史無前例的	This company has created one _____ invention this year.
vacuum	n.	真空，吸塵器	Sound doesn't travel in a _____.
vacuum	v.	吸塵	Please _____ the room.
accounting	n.	會計	My younger brother majored in _____ in college.
anonymous	adj.	匿名的	The poem was written by an _____ poet.
anonymously	adv.	匿名地	A large amount of money was donated _____.
array	n.	一系列，陣列	There was a dazzling _____ of movie stars attending the ceremony.
asset	n.	資產	Some of the company's _____ were sold to pay off debts.
communism	n.	共產主義	The goal of _____ is to establish a shared society.
core	n.	核心	The commentator got straight to the _____ of the problem.
declaration	n.	宣布，聲明	The US made a _____ of war to Japan after the Japanese bombed Pearl Harbor.
ecosystem	n.	生態系統	Environmental pollution can have a destructive influence on the _____.
extinct	adj.	絕種的	Many animals became _____ after their habitats were destroyed.
extinction	n.	絕種	We should save whales from _____.
gathering	n.	聚會	The couple met and fell in love in a social _____.
highlight	v.	強調	You should _____ your strengths and skills.
highlight	n.	最精彩的部分	The _____ of the activity was the fireworks display.
mainstream	n.	主流	The government's policy should conform to the _____ of public opinion.
mainstream	adj.	主流的	Playing in the _____ movie brought fame to the actor.
mainstream	v.	使成為主流	The concept of gender equality has been _____.
massive	adj.	巨大的	Lucas didn't know why many people loved the _____ sculpture.
massively	adv.	大量地，巨大地	We are doing a _____ complicated task in the company.
modify	v.	修改	My mother _____ the recipe in order to suit my family's taste.
modification	n.	修改	The boss requested that Bill make some _____ to the new project.
opposition	n.	反對	The new policy met with strong _____ from the rival party.
overall	adj.	整體的	My _____ impression of that city is still favorable although my wallet was stolen there.
overall	adv.	整體而言	There were minor mistakes, but _____ the fund-raising campaign was successful.
overall	n.	工作服	Mina put on a white _____ and went into the laboratory.
pitcher	n.	投手，水瓶	Carl will be the _____ in the game.
pyramid	n.	金字塔	We visited the _____ and Sphinx in Egypt.
rail	n.	欄杆，鐵軌	My son leaned on the _____ and watched the cows grazing.
railing	n.	欄杆	Alan had a good view from his perch on the _____.
regardless	adj.	不顧的	Helen will do anything, _____ of the consequences.
regardless	adv.	不顧一切地	Her family are against the idea of her quitting the job, but she'll probably go ahead and do it _____.
reservoir	n.	水庫	The capital's water is supplied by this _____.
spectacular	adj.	壯觀的	The race ended in a _____ finish.
spectacular	n.	奇觀，大秀	My family and I enjoyed a TV _____ together after the Thanksgiving dinner.
terminal	n.	航廈，終點站	Amy and I decided to meet up at the bus _____.
terminal	adj.	末期的，終點的	The patient is diagnosed with _____ cancer.
update	n.	最新消息，更新	The chief of police will provide an _____ on the hostage crisis.
update	v.	更新	Don't forget to _____ the computer before you leave.
verbal	adj.	口頭的，言語的	Having good _____ skills is one of the basic requirements to be an anchor.
