單字	詞性	中文解釋	例句
scholar	n.	學者	Mr. Wang is a distinguished _____ of ancient Greek civilization. [12]
separation	n.	分離	The couple began to live together again after a _____ of two years. [12]
sometime	adv.	在某個時候	My friend will call on me _____ next month. [13]
survivor	n.	生還者	The boy was the only _____ of the car crash. [13]
sword	n.	劍	The brave king drew his _____ to kill a poisonous snake. [13]
tobacco	n.	菸草	The government is considering a ban on _____ advertising in public places. [13]
weaken	v.	使虛弱	The high fever _____ed the patient. [13]
wrap	v.	包裝，包覆	Kelly felt cold and _____ped herself in a wool blanket. [14]
wrap	n.	包裝紙	I bought a lot of cards and gift _____ for the Christmas party. [14]
ache	n.	疼痛	Jerry felt a dull _____ in his chest. He was afraid that he might have a heart disease. [14]
ache	v.	疼痛	Elsa's ankles _____d from wearing the new pair of high heels. [14]
bead	n.	珠子	The actress walked the red carpet wearing a necklace of crystal _____. [15]
bead	v.	冒汗珠	After running for 30 minutes, the marathon runners' forehead was _____ed with sweat. [15]
bury	v.	埋葬	My grandparents were _____ed in the same cemetery. [15]
cocktail	n.	雞尾酒	My favorite _____ is mojito. [15]
database	n.	資料庫	The company's reputation was damaged because its online _____ was hacked. [15]
dumpling	n.	餃子	Do you prefer beef or pork _____s? [16]
follower	n.	追隨者	Although Sue lost the legislator's race, her _____s want her to run for the president. [16]
handy	adj.	方便的	With the _____ cash on delivery, more and more people shop online now. [16]
harvest	n.	收成	Due to climate change, the farmers have been having bad _____s for years. [16]
harvest	v.	收成	The heavy rain stopped the farmers from _____ing their crops. [17]
inn	n.	小旅館	An _____ is a small hotel. [17]
jealous	adj.	嫉妒的	Ian is _____ of such a well-paid job that Mike has got. [17]
lightning	n.	閃電	A flash of _____ lit up the sky. [17]
mall	n.	購物中心	The company planned to build a shopping _____ in the downtown. [17]
mob	n.	暴民	The angry _____ surrounded the mayor's official residence and was ready to rush in. [18]
mob	v.	團團圍住	The superstar was _____bed by his fans in the airport. [18]
parrot	n.	鸚鵡	Can your _____ learn to talk like a human being? [18]
parrot	v.	鸚鵡學舌般地複述	Don't _____ anything that others say. You need to practice critical thinking. [18]
photographer	n.	攝影師	As a professional _____, Tina always carries her camera. [18]
portion	n.	一部分	The investor took away a large _____ of the profit. [19]
portion	v.	分配	The central kitchen _____s and packs thousands of in-flight meals a day. [19]
roast	adj.	烘烤的	Would you like some _____ beef for dinner? [19]
roast	n.	烤肉	I prepared a _____ for the potluck party. [19]
roast	v.	烘烤	The cook _____ed the chicken until it was golden brown. [19]
seal	n.	印章，封印	The file carried a _____ of the President. [20]
seal	v.	密封	The worker _____ed the boxes with tape in the factory. [20]
sexual	adj.	性別的	The woman thought her boss broke the _____ equality law. [20]
spice	n.	香料	Herbs and _____s enrich the flavors of our food. [20]
spice	v.	加香料	Ben _____d his Coke with lemon. [21]
swan	n.	天鵝	There are several _____s gliding across the water. [21]
tag	n.	標籤	If you want to return the shirt purchased online, you can't remove its price _____. [21]
tag	v.	貼標籤	The clerk _____ged the items that would be sold. [21]
ton	n.	噸	The total weight of the coal is roughly twenty _____s. [21]
wed	v.	結婚	After an 8-year relationship, the couple eventually decides to _____ next spring. [22]
adviser	n.	顧問	The investment _____ has a lot of fans. [22]
beast	n.	野獸	The lion is called the king of _____s. [22]
buzz	n.	嗡嗡聲	The constant _____ of the old air-conditioner is really annoying. [22]
buzz	v.	發出嗡嗡聲	There is something _____ing in the distance. [22]
coconut	n.	椰子	People on some Pacific islands use _____s as staples. [23]
dawn	n.	黎明	I must get up at the break of _____. [23]
dawn	v.	明白，頓悟	After the police completed the investigation into the murder, the truth about this crime _____ed. [23]
dust	n.	灰塵	The house has been deserted for a long time, so there is _____ everywhere. [23]
dust	v.	撢掉灰塵	Mrs. Lin is busy _____ing the table and bookshelf. [24]
freezer	n.	冷凍庫	I put the fresh steaks in the _____ to preserve them better. [24]
hanger	n.	衣架	My roommate needs more _____s to hang all his shirts and pants. [24]
hay	n.	乾草	When there is no grass in winter, they feed the cows on _____. [24]
inspect	v.	檢查	The police _____ed the scene of the crime, trying to figure out what had happened. [24]
jelly	n.	果凍	Children like to have _____ for dessert. [25]
lily	n.	百合花	The meaning of _____ies is purity. [25]
mankind	n.	人類	Discovering fire is one of the most important events in the history of _____. [25]
monk	n.	僧侶	The Catholic _____s lead a simple life in the monastery. [25]
passenger	n.	乘客	All the _____s in a car must fasten their seat belts. [25]
pine	n.	松樹	We like to take a walk in the _____ forest. [26]
poster	n.	海報	Some students are putting up _____s for the Christmas Eve party. [26]
rob	v.	搶劫	My cousin was _____bed of his wallet in the park. [26]
sensible	adj.	明智的	It is _____ of Jimmy to follow his father's advice. [26]
sexy	adj.	性感的	I think the actor is very _____. [26]
spinach	n.	菠菜	_____ is rich in iron. [27]
sweat	n.	汗水	The worker wiped the _____ off his face with a towel. [27]
sweat	v.	流汗	Karen _____ed heavily after she finished the marathon. [27]
talkative	adj.	健談的	I can't stand my colleague anymore! She is too _____. [27]
trader	n.	商人	Mr. Wu is a local _____ who sells farm tools in the small town. [28]
weed	n.	雜草	Leo has removed the _____s from his garden. [28]
weed	v.	除草	It is my turn to _____ the yard today. [28]
alley	n.	小巷	It is dangerous to walk in a dark _____ alone at night. [28]
berry	n.	莓果	Rich in antioxidants, _____ies are able to prevent heart disease and certain types of cancer. [28]
canyon	n.	峽谷	The view of the Grand _____ in the United States is splendid. [29]
collar	n.	衣領	Ian was so mad that he grabbed the man by the _____ and was about to hit him. [29]
deed	n.	行為	By doing simple good _____s, you can bring happiness to people around you. [29]
echo	n.	回音	The reflection of sounds causes the _____es in the tunnel. [29]
echo	v.	產生回音	The howls made by the wolves _____ed around the canyon. [30]
fright	n.	驚嚇	People got such a _____ when a fire broke out at the local factory during the night. [30]
hasty	adj.	匆忙的	You had better think twice, or you may regret your _____ decision. [30]
heel	n.	腳跟	The new pair of shoes hurt my _____s. [31]
heel	v.	給(鞋)換鞋跟	My leather shoes have worn down at the _____, so I get them _____ed. [31]
inspector	n.	檢查員	While you are taking a train, a ticket _____ will check your ticket to ensure that you have paid the fare. [31]
joyful	adj.	充滿喜悅的	The square is filled with _____ people celebrating the passing of the War. [31]
lively	adj.	活潑的	We had a _____ discussion about the school fair in class today. [32]
marvelous	adj.	極好的	We had a _____ time at the Christmas party. [32]
monster	n.	怪物	There are _____s in the stories of Greek mythology. [32]
passport	n.	護照	That man was arrested because he held a false _____. [32]
pitch	n.	音高，程度	The movie audiences kept crying out at the highest _____ during watching the horror movie. [33]
pitch	v.	投擲	The gang of youths _____ed stones to break the windows. [33]
postpone	v.	延期	The baseball game has been _____d until next Tuesday. [33]
postponement	n.	延期	The outbreak of the virus forced the _____ of all the planned large-scale events. [33]
robbery	n.	搶劫	There were four _____ies in the neighborhood last month, and the police were trying to trace the criminal. [34]
shadow	n.	影子	The dog was barking at his own _____. [34]
shadow	v.	尾隨	The police have _____ed the wanted man for several days. [34]
shrink	v.	縮水	This sweater will _____ if you wash it in the washing machine. [34]
spit	v.	吐出	The boy drank the milk but _____ it out immediately because he found it had gone sour. [35]
spit	n.	口水	Anna couldn't stop coughing because she was choked by her own _____. [35]
swell	v.	腫脹	Put some ice on your injured ankle before it _____s up. [35]
swell	n.	波浪的湧動	Watching the _____ of the waves, I feel calm and peaceful. [36]
tank	n.	水箱，油箱	The car flipped and crashed and the oil leaked from holes in the _____. [36]
trail	n.	步道，痕跡	The hiker wandered from the mountain _____ and got lost. [36]
trail	v.	拖曳	The child _____ed his coat behind him. [36]
weep	v.	哭泣	The lady _____t bitterly for the loss of her husband. [36]
almond	n.	杏仁	I think the smell of toasted _____s is wonderful, but my sister thinks it's awful. [37]
bet	v.	打賭	I wouldn't _____ on that horse if I were you. [37]
bet	n.	打賭	My friend and I have got a _____ on who will get higher score for the test. [37]
carpet	n.	地毯	We have fitted _____s in every room in the new house. [37]
carpet	v.	鋪地毯	The hotel lobby was _____ed in red. [38]
colony	n.	殖民地	India was once a British _____. [38]
colonize	v.	殖民	Hong Kong was _____d by the British Empire after the First Opium War. [38]
deepen	v.	加深	The teacher tried various ways to _____ the students' understanding of the economic theory. [38]
elbow	n.	手肘	It is bad manners to rest your _____s on the table. [38]
hatch	n.	艙口	The cook passes the dishes through the serving _____. [39]
hatch	v.	孵化	Chicken eggs usually take 21 days to _____. [39]
hire	v.	租用，雇用	The sales department _____d a bus for the company trip. [39]
hire	n.	租用	The sharing economy is booming. Bikes, motorcycles, cars, and even houses are for _____. [39]
interrupt	v.	打斷	Don't _____ me while I'm speaking. [40]
junior	adj.	資淺的，較年幼的	Mike is _____ to me in the company. [40]
junior	n.	大三學生，年少者	Donna is a _____ in college. [40]
lobby	n.	大廳	The lawyer will meet his client in the hotel _____. [40]
meadow	n.	草地	A flock of sheep is grazing in the _____. [40]
monthly	adj.	每月的	Fortune is a _____ magazine. Each month a new issue is published. [40]
monthly	adv.	每月地	White-collar workers are usually paid _____. [41]
monthly	n.	月刊	Since reading habits are changing, the publisher decided to discontinue the _____. [41]
pave	v.	鋪設	The road is _____d with asphalt. [41]
pavement	n.	人行道	The students are walking on the _____ toward the school. [41]
pity	n.	同情，遺憾	Rita feels _____ for those who lost their homes during the earthquake. [42]
pity	v.	同情	Emily _____ies her brother having to work under such pressure. [42]
pitiful	adj.	可憐的	The stray dog was a _____ sight. [42]
pottery	n.	陶器	After Mandy retired, she took up the hobby of making _____. [42]
robe	n.	長袍，浴袍	After the shower, Henry put on a _____ and went to the bedroom. [43]
shallow	adj.	淺的	The river is _____ here, and you can walk across it. [43]
sigh	n.	嘆氣	Hearing her sons fighting again, the mother let out a _____ of disappointment. [43]
sigh	v.	嘆氣	Daniel _____ed with relief when he heard the good news. [43]
splash	n.	濺水聲	Molly dived into the pool with a _____. [44]
splash	v.	潑灑	Before jumping into the water, the swimmer _____ed cold water all over his body. [44]
swift	adj.	迅速的	_____ action must be taken to stop the disease from spreading. [44]
tow	n.	拖，拉	A wrecker gave me a _____ when my car broken down on the way home. [44]
tow	v.	拖，拉	The wrecked car was _____ed away to a nearby garage. [45]
tray	n.	托盤	The waiter carried some drinks on a _____. [45]
whip	n.	鞭子	The man lashed his horse with a _____. [45]
whip	v.	鞭打	The cruel master _____ped his servant who made a mistake. [45]
alphabet	n.	字母	"The A.B.C." is a famous _____ song. [45]
alphabetic	adj.	字母的	Arrange these words in _____ order. [45]
bleed	v.	流血	Sam's finger was _____ing because he cut it by accident. [46]
carriage	n.	馬車，車廂	The queen rode in a _____ at the parade. [46]
comma	n.	逗號	A _____ is a sign used to separate different parts of a sentence. [46]
dessert	n.	甜點	I like to eat ice cream for _____. [46]
elect	v.	選舉	Who will the citizens _____ for mayor? [46]
elect	adj.	當選的	The president _____ will take office in May. [47]
gallon	n.	加侖	How much does a _____ of gasoline cost now? [47]
hateful	adj.	令人討厭的	The smell and taste of coriander is very _____ to some people. [47]
historic	adj.	具歷史意義的	There are many _____ sites on the island. [47]
invitation	n.	邀請	Instead of accepting the _____, the Internet celebrity turned it down. [47]
kangaroo	n.	袋鼠	_____s and koalas are native to Australia. [48]
lock	n.	鎖	We had changed the _____ after the house was broken in. [48]
lock	v.	鎖上	Be sure to _____ up the classroom when you leave. [48]
meaningful	adj.	有意義的	You can make your life more _____ by helping others. [48]
moth	n.	蛾	_____s which cause serious damage to fruit farms are one of the common pests. [49]
pea	n.	豌豆	Gina cooked roast chicken with _____s and potatoes for dinner. [49]
portrait	n.	肖像	There is a _____ of the president on the wall. [49]
powder	n.	粉末	The nurse ground the medicine into _____ for the kid to swallow. [49]
powder	v.	擦粉	The YouTuber teaches the viewers how to _____ their faces in this video. [50]
rocket	n.	火箭	The government will increase the budget for the space program and launch more _____s into outer space. [50]
shepherd	n.	牧羊人	There is always a close bond between a _____ and his sheep. [50]
sincere	adj.	真誠的	Tim thinks Anna was not _____ in what she said. [50]
spoil	v.	破壞，寵壞	Eating snacks before dinner can _____ your appetite. [51]
tailor	n.	裁縫師	Kenton works as a _____ for the royal family. [51]
transport	n.	運輸	The employee is responsible for air _____ of supplies. [51]
transport	v.	運輸	The company often _____s goods between the two places. [52]
tribe	n.	部落	The whole _____ was wiped out by smallpox. [52]
wicked	adj.	邪惡的	There are usually brave young men, beautiful ladies, and _____ witches in fairy tales. [52]
amaze	v.	使驚訝	Doris _____d her friends by leaving her well-paid job to join the non-profit organization. [52]
amazement	n.	驚訝	I watched the animal show with _____, in which all the animals could count. [53]
amazed	adj.	感到驚訝的	I always remember the _____ expression on Joe's face when he heard the news. [53]
amazing	adj.	令人驚訝的	The boy ran at an _____ speed as if he had seen a ghost. [53]
bless	v.	祝福	The priest _____ed the newlyweds. [53]
cart	n.	手推車	We need a shopping _____ because we will buy a lot of things today. [54]
cart	v.	運送	Volunteers collected up the trash from the beach and then _____ed it away. [54]
confuse	v.	使困惑	I sometimes _____ Ray with his twin brother. [54]
confused	adj.	感到困惑的	Tina is _____ about Rita's decision of quitting the well-paid job. [54]
gamble	v.	賭博	Whether you _____ on horses or games, you have to take the risk of losing money. [55]
headline	n.	標題	Stacy barely had time to read the _____s before leaving for work. [55]
headline	v.	以...為標題	The news was _____d "Unhealthy Happiness." [55]
holder	n.	持有者	Tom broke the record and became the _____ of the world record. [55]
ivory	n.	象牙	The ban on the _____ trade aims to protect the wild elephants. [56]
ivory	adj.	象牙色的	The _____ dress looks good on you. [56]
keyboard	n.	鍵盤	The computer accepts input from the _____ or the microphone. [56]
lollipop	n.	棒棒糖	The babysitter gave the little boy a _____ to stop him from crying. [56]
minus	prep.	減去	Nine _____ two is seven. [57]
minus	n.	負號	Don't forget to put a _____ before a number less than zero. [57]
minus	adj.	負的	The temperature will fall to _____ ten tomorrow. [57]
napkin	n.	餐巾	I wiped my mouth with a _____. [57]
peanut	n.	花生	The salted _____s are too tasty to stop eating. [57]
pour	v.	倒，傾盆而下	The waiter is _____ing wine for guests at the table. [57]
producer	n.	生產者，製作人	Brazil is one of the leading coffee _____s in the world. [58]
romantic	adj.	浪漫的	It is said that Paris is one of the most _____ cities in the world. [58]
romantic	n.	浪漫主義者	Vivian is a hopeless _____. [58]
shiny	adj.	閃亮的	Tom has a _____ new car. [58]
skip	v.	略過，跳耀	The kids _____ped down the pavement happily after school. [58]
skip	n.	跳躍	The little boy gave a _____ of excitement. [59]
spray	n.	水花，噴霧	We sat on the beach and enjoyed the _____ from the sea. [59]
spray	v.	噴灑	Molly _____ed the plants with some water. [59]
tame	adj.	溫馴的	It is said that the power of love can transform a wild creature into a _____ one. [59]
tame	v.	馴服	It is not easy to _____ a lion. [59]
tricky	adj.	狡猾的，棘手的	Foxes are considered to be _____ in many stories. [60]
troop	n.	軍隊，群	A _____ of tourists was getting off the bus. [60]
widen	v.	變寬	The river _____s as it flows. [60]
ambassador	n.	大使	Paul is the British _____ to Japan. [60]
blouse	n.	女裝襯衫	Mia wears a white silk _____ and a black skirt today. [60]
cast	v.	投擲	Willy _____ the line into the lake and waited for the fish to take the bait. [61]
cast	n.	演員陣容	The film has a _____ of more than twenty. [61]
continent	n.	洲，大陸	There are seven _____s on Earth. [61]
dim	adj.	昏暗的	Don't read books in a _____ light. [61]
dim	v.	變暗	The lights in the concert hall _____med before the performance began. [61]
emperor	n.	皇帝	The _____ ordered the soldiers to fight for his empire. [62]
gang	n.	幫派，群	Even though Ted made some new friends in college, he still missed the old _____. [62]
gang	v.	結夥	It's unreasonable to _____ up on someone who behaves differently. [62]
headquarters	n.	總部	All the branch offices must report to the _____ annually. [62]
homesick	adj.	思鄉的	Eddie felt _____ for Tainan when he first went to university. [63]
jar	n.	罐子	You should keep your homemade jam in a _____ and store it in the refrigerator. [63]
jar	v.	令人不快	The traffic noise _____red on my nerves. [63]
kilometer	n.	公里	The distance between the two towns is five _____s. [63]
lord	n.	領主，上帝	It is said that Frank is the son of the _____. [64]
misery	n.	悲慘	The old man lived in _____ after his wife died. [64]
neat	adj.	整潔的	Ann always keeps her room _____. [64]
neatly	adv.	整齊地	The teacher tells us to write _____ in the test. [64]
pearl	n.	珍珠	The lady is wearing a _____ necklace. [64]
pretend	v.	假裝	Nathan _____ed to be sick, so he wouldn't have to go to school. [65]
pronounce	v.	發音	The "b" in comb is not _____d. [65]
rotten	adj.	腐爛的	Food goes _____ very quickly in hot and humid summer days. [65]
shorten	v.	縮短	Days _____ when winter comes. [65]
slave	n.	奴隸	Stop being a _____ to ever-changing fashion. [65]
slave	v.	苦幹	The whole team _____d away at the project this month. [66]
spy	n.	間諜	To everyone's surprise, the general has worked as an enemy _____. [66]
spy	v.	從事間諜活動	The young man admitted _____ing for his country. [66]
tangerine	n.	橘子	The _____ was peeled and divided into segments. [66]
trumpet	n.	小號	Lisa plays several instruments including _____, piano and violin. [66]
trumpet	v.	吹噓	Daniel is _____ing his daughter's accomplishments. [67]
tug	n.	拉，拽	The naughty boy gave his classmate's hair a _____. [67]
tug	v.	拉，拽	The little girl _____ged at her mother's sleeve to get her attention. [67]
wrist	n.	手腕	Susan sprained her _____ while playing badminton. [67]
ambulance	n.	救護車	The man was in a bad car crash. Call an _____. [67]
bookcase	n.	書櫃	I need to buy a new _____ to put the novels. [68]
champion	n.	冠軍	The man is the heavyweight _____ of the world; no one can beat him. [68]
controller	n.	控制者，管理者	Christine became the _____ after working for years in the company. [68]
discount	n.	折扣	The store offers a _____ of ten percent on cash purchases. [68]
honesty	n.	誠實	The criminal finally answered the police's questions with his _____. [69]
jaw	n.	下巴	The boxer punched his opponent in the _____. [69]
kindergarten	n.	幼稚園	My son goes to _____. [69]
magician	n.	魔術師	My uncle and aunt hired a _____ for their son's birthday party. [69]
mist	n.	薄霧	You had better drive with care with everything covered in _____. [70]
mist	v.	蒙上薄霧	My glasses _____ed up when I was enjoying hotpot. [70]
misty	adj.	多霧的	According to the weather forecast, it'll turn cold and _____ tonight. [70]
necktie	n.	領帶	Jason hates to wear a _____. He says it makes him unable to breathe. [70]
peel	v.	剝皮	Father is _____ing some potatoes to make curry chicken. [71]
peel	n.	果皮	Adding some grated orange _____ to the cake can give it a pleasant fragrance. [71]
pub	n.	酒吧	The man had a beer in a _____ during his last trip to the United Kingdom. [71]
rank	n.	等級，階級	Emily rose through the _____s to become production manager. [71]
rank	v.	評等	Eva was _____ed as one of the best tennis players in the league. [71]
rug	n.	塊毯	The children were asked to rub their shoes against the _____ in the doorway before getting into the house. [72]
shovel	n.	鏟子	Ronald cleared the snow from the driveway with a _____. [72]
shovel	v.	鏟	The family is busy _____ing snow away from their gate on a cold day. [72]
slippery	adj.	滑的	You have to be careful when walking on the _____ floor. [72]
squirrel	n.	松鼠	I saw some _____s scurrying up the tree. [73]
tease	v.	取笑	Some haters _____d the actor about his looks. [73]
truthful	adj.	誠實的	I think husband and wife should be _____ with each other. [73]
tutor	n.	家庭教師	Tony's parents hired a _____ to help him with his math. [73]
tutor	v.	指導	Beth _____ed my older brother in math. [73]
yell	v.	大吼	The man _____ed at the waitress because she spilled some juice on his white shirt. [74]
yell	n.	大吼	Tom let out a _____ of triumph when his favorite baseball player hit a home run. [74]
youngster	n.	年輕人	Bending is an action that _____s can do with ease, but it is quite hard for many elders. [74]
zipper	n.	拉鍊	The _____ is stuck, so I can't open my bag. [74]
zipper	v.	拉上拉鍊	_____ your coat up, or you will catch a cold. [75]
