單字	詞性	中文解釋	例句
drastic	adj.	嚴厲的或激烈的	The mayor took _____ measures to sweep away the sex industry.
excerpt	n.	摘錄	An _____ from the government's latest report on domestic violence will appear in tomorrow's newspapers.
excerpt	v.	摘錄	Parts of Tina's speech were _____ed in the magazine.
fable	n.	寓言	There are some moral values in _____s.
glacier	n.	冰河	We planned to see the _____s in New Zealand.
hygiene	n.	衛生	My dentist always emphasizes the importance of good oral _____.
linger	v.	留連	The audience still _____ed in their seats, hoping the singer would come back onstage for an encore.
navigate	v.	導航，向駕駛指示行車路線	You should drive, and I can _____.
oath	n.	(在法庭上的)宣誓，誓言	You have to take the _____ before you give testimony in court.
orphanage	n.	孤兒院	The _____ devoted itself to caring for the orphans.
realization	n.	領悟，意識到	Judy felt sad after the _____ of her failure.
sorrowful	adj.	悲傷的，傷心的	Bill told us a _____ story about the death of his younger brother.
subjective	adj.	主觀的	Most of our likes and dislikes are _____.
vigorous	adj.	活力充沛或強而有力的	Stretch after you do _____ exercise. Otherwise, your muscles would be sore the next day.
villain	n.	惡棍，歹徒，流氓	The police caught the _____ who robbed the convenience store.
accumulate	v.	累積	Daisy worked diligently to _____ wealth, hoping to pay off her student loan soon.
affirm	v.	斷言，確定	Mr. Brown _____ed that everything was fine.
assassinate	v.	暗殺	Mr. Smith fought for freedom but was _____d one day.
astronaut	n.	太空人	_____s require a high level of physical fitness.
blond	n.	(尤指)金髮男子	Who is the _____ that is talking to Ann?
blonde	n.	(尤指)金髮女子	Look at the _____ over there. She is so charming.
blond	adj.	金髮的	Simon's _____ hair shines in the sun.
bypass	n.	(繞過城市或城鎮的)旁道，外環道路	Contractors are building a new _____ around the town.
bypass	v.	繞過，越過，不顧	To avoid traffic jams, we _____ed the busy downtown area and took a side road.
ceramic	adj.	陶器的，瓷器的	They decorated the walls with colorful _____ tiles.
ceramic	n.	陶器，瓷器	_____s have been used by human beings since prehistoric times.
communicative	adj.	健談的	Salespeople need to be patient and very _____.
contestant	n.	競爭者，參賽者	Hundreds of _____s from all over the country fought for first place in the boxing championship.
cucumber	n.	黃瓜	_____s are often made into pickles.
dedication	n.	奉獻，盡心盡力	Tom's _____ to his work impressed his boss.
deter	v.	阻止，使打消念頭	The installation of cameras in the store is aimed at _____ring people from shoplifting.
excess	adj.	多餘的，過多的，過度的	For the sake of health, Thomas wants to lose the _____ weight.
excess	n.	過度	An _____ of alcohol will damage your body.
fragrance	n.	芳香，香氣	The _____ of coffee filled the kitchen.
illuminate	v.	照亮	These trees were _____d at night during the Christmas and New Year holidays.
imperial	adj.	帝國的，皇帝的	The _____ palace is being renovated.
lizard	n.	蜥蜴	Tony's new pet is a _____.
odor	n.	(常指難聞的)氣味，臭味	When smelling a gas _____, never turn on or off any electrical equipment around you.
offspring	n.	子女，孩子	Many parents have trouble getting along with their teenage _____.
outbreak	n.	爆發	An _____ of food poisoning led to dozens of school children being hospitalized earlier today.
outward	adj.	表面的	To all _____ appearances, this couple seem to be fine and happy.
outward	adv.	向外地	This door can open _____ and inward.
reckless	adj.	魯莽的	David was fined for _____ driving.
spacecraft	n.	太空船	An unmanned _____ has been successfully launched into deep space.
surname	n.	姓氏	We guess the man may come from Japan because his _____ is Suzuki.
vitality	n.	活力	The young person is always full of _____.
aboriginal	adj.	原始的，土生土長的，原住民的	Many _____ people used to make a living by farming and hunting.
aboriginal	n.	原住民	Many _____s were persecuted by colonizers.
aborigine	n.	原住民	The government is trying hard to preserve the culture of the _____s.
airway	n.	氣道	Before giving the patients artificial respiration, you have to make sure their _____s are clear.
apprentice	n.	學徒	Mr. Twain was an _____ in a printing factory when he was young.
asthma	n.	氣喘	Sandra suffers from _____.
attendant	n.	接待員	The museum _____ told me not to bring any food into the building.
blot	v.	(用紙或布)吸乾	Eric tried to _____ the stains on the tablecloth.
blot	n.	汙漬，(人格、名聲等的)汙點	I don't know how to get rid of the ink _____s on my shirt.
calculator	n.	計算機	The teacher asked the students not to use the _____s in class.
certify	v.	證實，證明	The authorities _____ied that the proposal had been rejected.
compile	v.	彙編	The encyclopedia took ten years to _____.
continuity	n.	連續性	Several episodes in the novel lack _____.
cultivate	v.	耕種，培養或塑造	The settlers _____d the wilderness.
dental	adj.	牙科的	Although _____ treatment costs a lot of money, it will save future problems.
detergent	n.	清潔劑	It is important to use the _____ to do the dishes.
exclusion	n.	排除，除外	Mason spent all his time with his girlfriend to the _____ of his other friends.
frantic	adj.	忙亂的	The rescuers made _____ attempts to save people from the earthquake rubble.
indifference	n.	漠不關心	Many people showed _____ to the political issue.
literacy	n.	知識，能力	Computer _____ is crucial to surviving in the workplace.
longevity	n.	長壽，壽命	What's the secret to your grandfather's _____?
oriental	adj.	東方的	_____ cuisine is getting popular in western countries.
oriental	n.	東方人	Some of Leo's classmates called him a dark _____.
outnumber	v.	在數量上超過	The enemy greatly _____ed us. Our chance of winning was slim.
outright	adj.	徹底的	Helen gave me an _____ refusal.
outright	adv.	當場地	The driver was killed _____ in the accident.
recreational	adj.	休閒娛樂的	The hotel compiled a list of its top ten _____ activities.
spontaneous	adj.	自發的或不由自主的	There was _____ applause from the audience after the performance.
symbolize	v.	象徵	Generally, doves _____ peace.
wardrobe	n.	衣櫥	Judy has many new dresses in the _____.
algebra	n.	代數	My best subject in high school was _____.
astray	adv.	迷路地，誤入歧途地	The child went _____ in the woods.
awesome	adj.	很棒的	The concert last night was _____.
banquet	n.	(正式的)宴會	Many heads of government and industry are invited to the state _____.
blunt	adj.	鈍的，直率的	The knife is too _____ to cut anything.
blunt	v.	使(情感等)減弱	Alcohol _____ed the man's grief for his dead son.
calligraphy	n.	書法	Chinese _____ is the art of writing with a brush.
champagne	n.	香檳	I like to watch the small bubbles rise to the surface when _____ is poured into a glass.
complement	v.	使完善，補足，與...互補或相配	The necklace _____s your dress perfectly.
complement	n.	補充或襯托的事物	Leo's fine appearance is a nice _____ to his gentle personality.
contradict	v.	與...矛盾，反駁	Eric's behavior _____s his principles.
curb	n.	抑制	If you cannot put a _____ on spending, you will not be able to make both ends meet.
curb	v.	抑制	The government needs to _____ inflation.
destined	adj.	命中注定的，預定前往...的	Eddie was _____ for the medical profession.
devour	v.	狼吞虎嚥地吃光	It is so impressive that such a petite girl can _____ all the dishes on the table.
fascination	n.	魅力，吸引力，著迷	Venice holds a _____ for me.
graze	v.	(牛、羊等)吃草，擦傷，擦破	The cattle _____d on the hillside.
induce	v.	誘使，導致	Nothing will _____ me to change my mind.
lullaby	n.	催眠曲，搖籃曲	The mother was humming a _____ in a low voice.
lunar	adj.	月球的	_____ eclipses usually last for a few hours or so.
originate	v.	創始，開始	That style of dancing was _____d in Ireland.
oyster	n.	牡蠣	Ken doesn't dare to eat raw _____s.
paradox	n.	矛盾的人或事物	The _____ is that the more one owns, the more one wants.
rehearse	v.	預演	The stage actors will _____ the play the day before the performance.
solitary	adj.	(喜歡)獨處的	Rather than going out with friends, Arthur likes to be _____.
solitary	n.	單獨監禁	The savage prisoner spent 500 days in _____.
spotlight	n.	大眾關注的焦點，聚光燈	The actor's romance is in the _____.
spotlight	v.	以聚光燈照亮，使大眾關注	The singer slowly walks out onto the _____ed stage.
telecommunications	n.	電信(科技)	Bad management has led to this _____ company going bankrupt.
weary	adj.	疲倦的	After working all day, Linda lies in bed and rests her _____ eyes.
weary	v.	(使)感到疲倦	Andy doesn't dare to admit how much his son _____ies him.
alienate	v.	使疏遠	Mike is _____d from his friends.
anthem	n.	(團體組織的)頌歌	After the game, the team members sang the national _____ to celebrate their victory.
astronomer	n.	天文學家	The _____s discovered a planet that was similar to the Earth.
bachelor	n.	單身漢，學士	The poet remained a _____ all his life.
bodily	adj.	身體的	The virus spreads through contact with infected blood, other _____ fluids, or dead patients.
bodily	adv.	整體地，整個地	The temple will have to be moved _____ to the new site because of the urban renewal program.
cape	n.	岬，海角	The boat sailed around the _____ before it entered the harbor.
captive	adj.	被俘虜的，受制於人的，無選擇權的	The man was held _____ as a political prisoner.
captive	n.	俘虜	Soldiers bound and chained the _____s.
chemist	n.	化學家	A _____ spends a lot of time working in a laboratory.
complexion	n.	臉色	The little girl has a pale _____.
convene	v.	召開	Henry _____d a meeting of the students to discuss an issue of dress code.
curfew	n.	宵禁	The government announced to impose a _____ because of a state of political turmoil.
dictate	v.	口述，命令	The president of the company _____d a letter to his secretary.
differentiate	v.	辨別，使不同	Children at this age still can't _____ between right and wrong.
fertility	n.	肥沃，生育能力	The farmer uses animal waste to maintain the _____ of his farm soil.
grease	n.	油	The car mechanic had a lot of _____ on his hands.
grease	v.	用油塗	_____ the pan if you want to keep the omelet from sticking.
infer	v.	推論	Mandy _____red from John's statement that he was not satisfied with his present situation.
lush	adj.	茂盛的，豪華的	The villa is surrounded by _____ meadows.
ornament	n.	裝飾品，裝飾	My mom is putting _____s on the Christmas tree.
ornament	v.	裝飾，點綴	The shelf was _____ed with a vase and several pictures.
outgoing	adj.	外向的	Ken's _____ personality makes it easy for him to make friends.
peacock	n.	孔雀	A _____ is eating the peas in front of a rooster.
pianist	n.	鋼琴家	The concert hall was filled with sweet music as the _____ moved his fingers swiftly on the keyboard.
relentless	adj.	持續的	Many people blamed the death of Princess Diana on paparazzi's _____ pursuit.
stimulation	n.	刺激	Reading a book can act as great _____ of the mind.
vice	n.	壞習慣，惡習，罪行，惡行	Mr. Chen's only _____ is smoking.
woodpecker	n.	啄木鳥	A _____ is making holes on the trunks with its beak, finding insects for food.
abundance	n.	大量，充足，富足	Our garden produced an _____ of cabbages last year.
align	v.	(使)成一直線，(使)對齊	The librarian carefully _____ed the books on the shelf.
attain	v.	獲得	Van Gogh _____ed no fame during his lifetime.
beverage	n.	飲料	The restaurant doesn't serve alcoholic _____s.
bosom	n.	前胸	The mother held the baby to her _____.
capsule	n.	膠囊	Medicine in _____s is easier to swallow.
caretaker	n.	管理員	The school _____s clean up the campus every day.
chestnut	n.	栗子	Lisa made a birthday cake with the flavor of _____.
chestnut	adj.	栗色的，紅棕色的	Mary dyed her hair _____.
compute	v.	計算	It's easy to _____ such a complicated math problem by computer.
corpse	n.	屍體	The police found the old man's _____ in the room.
curry	n.	咖哩	Nick gave us a cooking demonstration; he taught us how to cook beef _____.
dictation	n.	聽寫	The secretary can take _____ in shorthand.
disastrous	adj.	災難性的	This decision will have a _____ impact on the economy.
eccentric	adj.	古怪的	Carrying an open umbrella indoors is just one of his _____ acts.
eccentric	n.	怪人	People who stay from social norms are often described as _____.
fertilizer	n.	肥料	Ammonium nitrate is commonly used to make _____s and explosives.
harness	n.	馬具	The horseman is putting a _____ on a horse.
harness	v.	(用馬具)套牢，拴繫，利用(太陽能等自然力)	A horse was _____ed to a cart loaded with luggage.
inflict	v.	施加(痛苦等)，使遭受(傷害等)	These bullies take delight in _____ing pain on their classmates.
maiden	adj.	初次的	It's the singer's _____ appearance on TV.
maiden	n.	少女	Different from what we used to read, the story is about the adventure of a _____.
overflow	n.	容納不下(的人或物)	There are enough wards to accommodate the _____ of patients from the other hospitals.
overflow	v.	溢出，滿出來，爆滿	Torrential rain has made the ditches _____ and turned the roads into rivers.
persistent	adj.	堅持的，固執的，持續的	Mark is _____ in seeing you.
pimple	n.	青春痘，面皰	Many people try to hide their _____s by wearing makeup.
remainder	n.	剩餘的部分	My mom gave the _____ of the meal to my dog.
subscription	n.	訂閱	Don't forget to renew your _____ to the magazine.
suspension	n.	(作為處罰的)暫令停止活動，(車輛等的)懸吊系統，懸吊裝置	The athlete received a two-year _____.
workforce	n.	勞動人口	Two-thirds of the _____ is affected by the financial crisis.
abbreviate	v.	縮寫	People _____ Sunday to "Sun."
acclaim	n.	(公開的)讚賞	The writer's novel received _____.
acclaim	v.	(公開)讚賞	The director's latest movie was _____ed as a masterpiece.
allege	v.	(未經證實地)宣稱	A man _____d that the U.S. government had covered up an alien visit to the Earth.
audit	n.	審計，查帳	Our company's annual _____ will take place next Friday.
booklet	n.	小冊子	Everyone will get a _____ before entering the meeting room.
boulevard	n.	林蔭大道，大道	It is nice to explore the city by taking a stroll along its tree-lined _____s.
caption	n.	(照片、圖畫的)說明文字	_____s underneath the photos explain the details of the pictures.
caption	v.	圖片說明	The photograph _____ed "The End of the World" is really eye-catching.
chant	n.	反覆呼喊或吟唱的詞語	When Jackie arrived at the airport, he was greeted by the _____ of "Jackie! We love you!"
chant	v.	唱聖歌	The choir was _____ing psalms.
chili	n.	辣椒	Mexican dishes are usually very spicy, as they contain a lot of _____es and other spices.
computerize	v.	電腦化	To increase efficiency, they _____d their office.
cosmetic	adj.	美容的，表面的	This best-selling _____ cream uses natural ingredients.
customary	adj.	慣例的	In Japan, it is _____ to wear kimonos on formal occasions.
dictator	n.	獨裁者	This country has been ruled by the military _____ for two decades.
discharge	n.	釋放，排放	The prisoner got his _____ from jail last week.
discharge	v.	准許...離開，排放	Emily went back to work right after she was _____d from the hospital.
firecracker	n.	鞭炮	People in Taiwan like to set off _____s during Chinese New Year.
fortify	v.	(在防禦、體力等方面)增強，加強，強化(食物)的營養成分	The soldiers are _____ing the town for the coming battle.
haunt	v.	(幽靈等)時常出沒於，使困擾	That house is said to be _____ed by its former occupant's ghost.
haunt	n.	常去的地方	The bar is a favorite _____ of actors.
inhabit	v.	居住於	The tribes _____ the desert all the year round.
majestic	adj.	雄偉的	A _____ monument stands at the center of the city.
patriot	n.	愛國者	Three _____s sacrificed themselves for their country.
polar	adj.	極地的	The scientists were sent out to the _____ region for research.
preventive	adj.	預防的	_____ measures must be taken to avoid influenza.
preventive	n.	預防藥	Some experts said that this herb is a useful anti-viral _____.
reproduce	v.	重現，複製，繁殖	The scene was vividly _____d in the film.
synonym	n.	同義字	Vick wants to find _____s for "love" in a thesaurus.
yoga	n.	瑜伽	Practicing _____ helps me relax my muscles.
abide	v.	忍受，遵守	The woman cannot _____ the mess in her son's room.
accordance	n.	遵照	People must act in _____ with the rules.
alligator	n.	短吻鱷	Many people don't know how to distinguish _____s from crocodiles.
anchor	n.	錨	The captain decided to lift the _____ right away.
anchor	v.	停泊，使固定	The boat _____ed in the harbor for regular maintenance.
auditorium	n.	禮堂	The graduation ceremony will take place in the _____.
boxing	n.	拳擊	The woman is the youngest world _____ champion ever.
breadth	n.	寬度	A standard basketball court is 28 meters in length and 15 meters in _____.
captivity	n.	監禁	After two years of _____, the prisoner was finally released.
cholesterol	n.	膽固醇	More and more people choose foods that are low in _____.
cigar	n.	雪茄	The merchant offers _____s imported directly from Cuba.
comrade	n.	戰友	The veteran visited several of his _____s from wartime.
cosmetics	n.	化妝品	The actress uses _____ to cover up her wrinkles.
dazzle	v.	使目眩，使驚嘆	Nancy was _____d by the headlights of an approaching car.
dazzle	n.	耀眼	Ben put on his sunglasses to protect his eyes from the _____ of the sun.
dictatorship	n.	獨裁統治的國家，獨裁統治	Myanmar became a military _____ in 1962.
dispensable	adj.	非必要的	The company will get rid of any _____ workers.
flake	n.	(雪的)小薄片，碎片	_____s of snow are falling.
flake	v.	(成薄片)剝落	The paint on the door was beginning to _____ off.
healthful	adj.	有益健康的	It is necessary for a pregnant woman to have a _____ diet.
inquire	v.	詢問，查詢	The tourist called the museum and _____d about the opening hours.
martial	adj.	戰鬥的，軍事的	Bruce Lee was known for his mastery of _____ arts.
marvel	n.	奇蹟	That new invention is truly a _____ of modern technology.
marvel	v.	對...感到驚嘆	My family _____ed at the golfer's skills.
pharmacy	n.	藥房，藥局，藥劑學	John went to a _____ to have his prescription filled.
prose	n.	散文	Mr. Lee started his literary career writing _____.
prototype	n.	原型	The company has developed the _____ of the modern car.
reside	v.	居住，定居	Mrs. Wang longs to _____ in the U.K.
synthetic	adj.	合成的，人造的	Are _____ nutrients as healthy as natural vitamins that come from food?
synthetic	n.	合成物	Is this cloth made of natural fibers or _____s?
