單字	詞性	中文解釋	例句
caption	v.	圖片說明	The photograph _____ed "The End of the World" is really eye-catching.
chant	n.	反覆呼喊或吟唱的詞語	When Jackie arrived at the airport, he was greeted by the _____ of "Jackie! We love you!"
chant	v.	唱聖歌	The choir was _____ing psalms.
chili	n.	辣椒	Mexican dishes are usually very spicy, as they contain a lot of _____es and other spices.
computerize	v.	電腦化	To increase efficiency, they _____d their office.
cosmetic	adj.	美容的，表面的	This best-selling _____ cream uses natural ingredients.
customary	adj.	慣例的	In Japan, it is _____ to wear kimonos on formal occasions.
dictator	n.	獨裁者	This country has been ruled by the military _____ for two decades.
discharge	n.	釋放，排放	The prisoner got his _____ from jail last week.
discharge	v.	准許...離開，排放	Emily went back to work right after she was _____d from the hospital.
firecracker	n.	鞭炮	People in Taiwan like to set off _____s during Chinese New Year.
fortify	v.	(在防禦、體力等方面)增強，加強，強化(食物)的營養成分	The soldiers are _____ing the town for the coming battle.
haunt	v.	(幽靈等)時常出沒於，使困擾	That house is said to be _____ed by its former occupant's ghost.
haunt	n.	常去的地方	The bar is a favorite _____ of actors.
inhabit	v.	居住於	The tribes _____ the desert all the year round.
majestic	adj.	雄偉的	A _____ monument stands at the center of the city.
patriot	n.	愛國者	Three _____s sacrificed themselves for their country.
polar	adj.	極地的	The scientists were sent out to the _____ region for research.
preventive	adj.	預防的	_____ measures must be taken to avoid influenza.
preventive	n.	預防藥	Some experts said that this herb is a useful anti-viral _____.
reproduce	v.	重現，複製，繁殖	The scene was vividly _____d in the film.
synonym	n.	同義字	Vick wants to find _____s for "love" in a thesaurus.
yoga	n.	瑜伽	Practicing _____ helps me relax my muscles.
abide	v.	忍受，遵守	The woman cannot _____ the mess in her son's room.
accordance	n.	遵照	People must act in _____ with the rules.
alligator	n.	短吻鱷	Many people don't know how to distinguish _____s from crocodiles.
anchor	n.	錨	The captain decided to lift the _____ right away.
anchor	v.	停泊，使固定	The boat _____ed in the harbor for regular maintenance.
auditorium	n.	禮堂	The graduation ceremony will take place in the _____.
boxing	n.	拳擊	The woman is the youngest world _____ champion ever.
breadth	n.	寬度	A standard basketball court is 28 meters in length and 15 meters in _____.
captivity	n.	監禁	After two years of _____, the prisoner was finally released.
cholesterol	n.	膽固醇	More and more people choose foods that are low in _____.
cigar	n.	雪茄	The merchant offers _____s imported directly from Cuba.
comrade	n.	戰友	The veteran visited several of his _____s from wartime.
cosmetics	n.	化妝品	The actress uses _____ to cover up her wrinkles.
dazzle	v.	使目眩，使驚嘆	Nancy was _____d by the headlights of an approaching car.
dazzle	n.	耀眼	Ben put on his sunglasses to protect his eyes from the _____ of the sun.
dictatorship	n.	獨裁統治的國家，獨裁統治	Myanmar became a military _____ in 1962.
dispensable	adj.	非必要的	The company will get rid of any _____ workers.
flake	n.	(雪的)小薄片，碎片	_____s of snow are falling.
flake	v.	(成薄片)剝落	The paint on the door was beginning to _____ off.
healthful	adj.	有益健康的	It is necessary for a pregnant woman to have a _____ diet.
inquire	v.	詢問，查詢	The tourist called the museum and _____d about the opening hours.
martial	adj.	戰鬥的，軍事的	Bruce Lee was known for his mastery of _____ arts.
marvel	n.	奇蹟	That new invention is truly a _____ of modern technology.
marvel	v.	對...感到驚嘆	My family _____ed at the golfer's skills.
pharmacy	n.	藥房，藥局，藥劑學	John went to a _____ to have his prescription filled.
prose	n.	散文	Mr. Lee started his literary career writing _____.
prototype	n.	原型	The company has developed the _____ of the modern car.
reside	v.	居住，定居	Mrs. Wang longs to _____ in the U.K.
synthetic	adj.	合成的，人造的	Are _____ nutrients as healthy as natural vitamins that come from food?
synthetic	n.	合成物	Is this cloth made of natural fibers or _____s?
abound	v.	為數眾多，有很多，多得很，盛產，充滿	Game birds _____ in this area.
accountable	adj.	負有責任的，有義務做說明的	Henry must be _____ for his own actions.
aluminum	n.	鋁	Take a large piece of _____ foil, put some onions and potatoes on it, and place it in the oven.
astronomy	n.	天文學	Jenny majored in _____ at Penn State.
avert	v.	轉移	Mark _____ed his eyes from the horrible sight.
boycott	n.	抵制	The citizens called for a _____ against the company's new products to protest animal testing.
boycott	v.	抵制	The consumers _____ed the company's overpriced products.
bulky	adj.	龐大的	This refrigerator was so _____ that we couldn't get it through the door.
cardboard	n.	厚紙板	My dad made a toy out of _____.
civilize	v.	教化	They tried to _____ the barbarians.
collision	n.	碰撞	The man's car was completely wrecked in a _____ with a big truck.
collide	v.	抵觸	Our ideas _____d with theirs.
concession	n.	讓步	The labor union has made it clear that no _____s will be made to the employers.
counterpart	n.	相對應的人或事物	Tokyo Disneyland is much smaller than its American _____.
deafen	v.	使聽不見	The fireworks _____ed us, so we couldn't hear each other.
diesel	n.	柴油	The _____ engine is reliable and long-lasting.
dispense	v.	分發	The nuns _____d food to the poor.
folklore	n.	民間傳說	According to _____, the ghosts in the mountains would make people get lost.
imperative	adj.	迫切的	It is _____ that we finish the urgent task today.
imperative	n.	必須做的事	It is a moral _____ for me to help people in need.
intruder	n.	侵入者	The smart dog secured the house against the _____.
mingle	v.	混合，交際	Allie's excitement about college life _____d with some fear.
permissible	adj.	可容許的	Smoking in public places is not _____ under the new law.
playwright	n.	劇作家	Shakespeare is regarded as the greatest _____ in English literature.
radiate	v.	放射，散發情感	Light and heat _____ from the sun.
respective	adj.	各自的	The girls returned to their _____ homes as night fell.
retrieve	v.	檢索，取回	Enter the password and then you can _____ information from the computer.
tenant	n.	租客	The landlord sued the _____ for not paying the rent.
tenant	v.	租	The old house is _____ed by a poor couple.
abstraction	n.	抽象	Tim often talks in empty _____s without real examples.
accumulation	n.	累積物，累積	An _____ of rubbish ruined the beautiful view.
amid	prep.	在...之間	The hikers moved along a narrow trail _____ trees.
aviation	n.	航空	The Boeing Company is the major and most influential company in _____ industry.
brace	n.	牙齒矯正器	John wore _____s to straighten his crooked teeth.
brace	v.	支撐，使做好準備	The bridge is _____d with a temporary pillar to prevent it from collapsing.
broaden	v.	拓展	Both reading and travel _____ the mind.
caffeine	n.	咖啡因	A study found that _____ consumed 6 hours before bedtime had a significant effect on sleep disturbance.
cardinal	n.	紅衣主教	The man has received a clear directive from the _____.
cardinal	adj.	基本的	Sour, sweet, bitter, salty, and umami are the 5 _____ tastes.
clam	n.	蛤，蚌	For real Japanese _____ miso soup, just follow the recipe.
comparative	adj.	比較的	With double income, they now live in _____ comfort.
concise	adj.	簡潔的	The report is _____ and to the point.
coupon	n.	優待券	With this _____, you can get one free cheeseburger.
deduct	v.	扣除	When you buy something with your debit card, the amount of money will be _____ed from your account.
diplomacy	n.	外交手腕	Skillful _____ was needed to prevent a war.
diversify	v.	使多樣化	The radio station _____ied its programs to attract more listeners.
gay	adj.	男同性戀的，鮮豔的	The celebrities spoke up for the _____ and lesbian community through the song.
gay	n.	男同性戀者	The girl knew some _____s and lesbians, and she didn't view it as something special.
inclusive	adj.	包含的	The list is _____ of 3 girls.
invaluable	adj.	無價的，無比貴重的，非常寶貴的	Thank you for your _____ comments on my essay.
miraculous	adj.	奇蹟似的	The magician made a _____ escape from the prison.
pneumonia	n.	肺炎	People could take precautions to prevent _____, such as washing hands regularly.
refresh	v.	使恢復活力，喚起記憶	Mike felt _____ed after the bath.
resistant	adj.	抗拒的	Oliver likes handwritten letters. He is _____ to change.
robust	adj.	強健的，堅固的	The boxer is very _____.
screwdriver	n.	螺絲起子	The worker tightened a screw with a _____.
tentative	adj.	暫定的，不確定的	Margot and Tom have a _____ plan for their honeymoon.
academy	n.	學院	Mr. Black graduated from a military _____.
adolescence	n.	青春期	During _____, most boys and girls are strongly influenced by their peers.
analytical	adj.	分析的	Students can learn more by applying an _____ learning strategy.
awhile	adv.	片刻	Let's rest _____.
brassiere	n.	胸罩	The shop sells different types of _____s.
carefree	adj.	無憂無慮的	Meg and David live a _____ life in each other's company.
carton	n.	硬紙盒	Ted's father asked him to buy a _____ of cigarettes at a convenience store.
chimpanzee	n.	黑猩猩	The intelligent _____ quietly dies at the end of this movie.
clasp	v.	抱緊	The mother _____ed her baby in her arms.
clasp	n.	扣環	My mom bought a leather bag with a silver _____.
compass	n.	羅盤，圓規	People used to rely on the _____ to sail.
compass	v.	達到	Bad guys will do everything to _____ their ends.
condense	v.	濃縮	My boss's secretary _____d his statement into an abstract.
cowardly	adj.	膽小的	The soldiers were ashamed of their _____ retreat.
deem	v.	認為	The area has been _____ed safe by government officials.
directive	n.	指令，命令	The company received a _____ from the government.
diversion	n.	轉移，消遣	The woman was under investigation because of the illegal _____ of funds into her personal account.
geographical	adj.	地理的	This supermarket has a good _____ location and is often crowded with customers.
intellect	n.	智慧	Dr. Lee is a man of great _____.
invariably	adv.	總是，老是	Believe it or not, it _____ rains after I have my car washed.
mischievous	adj.	搗蛋的	The little boy had a _____ grin on his face.
ponder	v.	仔細思考，考慮	My parents asked me to _____ my future.
renowned	adj.	著名的	The country is _____ for its beautiful scenery.
royalty	n.	王權，王室成員	The crown is a symbol of _____.
serving	n.	一份	An adult should eat 3 _____s of vegetables and 2 _____s of fruit every day.
thereafter	adv.	從那以後，之後	You will work alone for the first week, but _____ you will work with a group.
virgin	n.	處女	The girl decided to remain a _____ until she got married.
virgin	adj.	未開發的	This _____ forest is well protected by the government.
accessory	n.	裝飾品，幫凶	The actress is wearing a green dress with matching _____ies.
accessory	adj.	輔助的	The doctor observed the patient's use of _____ muscles.
accordingly	adv.	照著，相應地	Nancy has told you the situation, and you had better behave _____.
aesthetic	adj.	美學的	This artist's painting has many _____ values.
animate	v.	使生氣勃勃	Vivien's face was _____d with joy at the sight of her father.
animate	adj.	活的，有生命的	Some scientists believe that _____ beings exist on Mars.
backbone	n.	脊椎，支柱，勇氣	The man fell off his horse and broke his _____.
breakdown	n.	故障，崩潰	Stop the car on the shoulder and wait for the _____ service.
cashier	n.	收銀員	After graduating from high school, Helen worked as a _____ at a supermarket.
catastrophe	n.	大災難	Rachel Carson warned us of the upcoming ecological _____.
clearance	n.	間距，許可	The _____ between the water and the bridge is 4 meters.
confederation	n.	同盟，聯盟	These two countries are celebrating the anniversary of _____.
correspondence	n.	通信	Chloe's _____ with Jim lasted many years.
cozy	adj.	舒適的	It was _____ in front of the fireplace.
default	n.	拖欠	This bankrupt company is in _____ on its loan.
default	v.	拖欠	If I _____ on the payment, the bank will repossess my apartment.
diabetes	n.	糖尿病	Work out regularly can prevent _____.
disable	v.	使失能，使殘疾	The accident _____d the young worker.
downward	adj.	向下的	Be careful. There's a _____ slope ahead.
downward	adv.	向下地，衰退地	John looked _____ in silence.
geometry	n.	幾何學	A basic understanding of _____ can help you learn art and design.
intimidate	v.	恫嚇	The gangsters _____d us into agreeing to their demands.
irritate	v.	使惱怒	The teacher was a bit _____d by the students' jokes.
mobilize	v.	動員	The purpose of the movement is to _____ public support for women's rights.
preview	n.	試映(會)或試演	Critics are invited to attend the _____ of the film.
preview	v.	觀看或舉辦...的試映會或試演	Journalists and critics are invited to _____ the new movie tomorrow.
sanitation	n.	衛生(設備或系統)	The mayor must solve the problem of the city's poor _____.
scenic	adj.	風景的	Naples is famous for its _____ beauty.
skeptical	adj.	懷疑的	Penny's mom is _____ about her chances of success.
tornado	n.	龍捲風	A series of _____es ripped through America's heartland.
accusation	n.	控訴	The singer is under a false _____.
addiction	n.	上癮	The man is trying to cure himself of his _____ to drugs.
affectionate	adj.	深情的	My sister gave her baby an _____ kiss.
anticipation	n.	期盼	The fans waited for the arrival of the singer with eager _____.
badge	n.	徽章	How will I know you're a policeman if you don't show me your _____?
breakup	n.	瓦解，破裂	The _____ of the Soviet Union led to the unstable condition in Eastern Europe.
casualty	n.	死傷者，傷亡人員	There were many _____ies in the plane crash.
chairperson	n.	主席	Alma has been appointed as the new _____ of the committee.
climax	n.	高潮	The _____ of the movie takes place in the sewer where the buried treasure is found.
climax	v.	達到高潮	The musical _____es with a spectacular scene when the crystal chandeliers fall from the ceiling.
congressman	n.	美國國會議員	The married _____ is having an affair with a celebrity.
crackdown	n.	鎮壓	The president made a public statement in support of the _____.
credible	adj.	可信的	Stories on tabloids are hardly _____.
defiance	n.	違反	In _____ of the school rules, some students smoke in the classrooms.
disbelief	n.	懷疑，不相信	Ken stared at Luna in _____.
eclipse	n.	(日或月的)虧蝕	A solar _____ plunged the city into darkness.
eclipse	v.	使相形見絀	The boy has always been _____d by his smarter older sister.
eyelid	n.	眼皮，眼瞼	Both the man's upper and lower _____s were swollen, so it's hard for him to open his eyes.
glamorous	adj.	有魅力的，迷人的	The _____ movie star attracted a large crowd wherever she went.
jade	n.	玉	My older brother bought a pair of _____ earrings as a gift for my mother.
lifelong	adj.	終身的	I regard Ben as my _____ friend.
modernization	n.	現代化	The government has planned for _____ of the transportation system.
priceless	adj.	無價的	The childhood memory is _____ to me.
scorn	n.	鄙夷	Most people have only _____ for the politician's speech.
